"ano_mes","sigla_instituicao_lotacao","desc_instituicao_lotacao","quantidade_servidores"
"202411","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","166012"
"202411","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202411","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18717"
"202411","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","420"
"202411","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202411","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202411","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202411","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","524"
"202411","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202411","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","122"
"202411","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1511"
"202411","SEE","SECRETARIA DE ESTADO DE EDUCACAO","273468"
"202411","SEF","SECRETARIA DE ESTADO DA FAZENDA","7068"
"202411","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","556"
"202411","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","170"
"202411","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21243"
"202411","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","607"
"202411","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2497"
"202411","SES","SECRETARIA DE ESTADO DE SAUDE","11218"
"202411","SG","SECRETARIA GERAL","4"
"202411","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","24"
"202411","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1426"
"202411","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2402"
"202411","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202411",NULL,NULL,"1384"
"202412","AGE","ADVOCACIA GERAL DO ESTADO","825"
"202412","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202412","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202412","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6330"
"202412","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","29"
"202412","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202412","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202412","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202412","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202412","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202412","FCS","FUNDACAO CLOVIS SALGADO","301"
"202412","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","235"
"202412","FHA","FUNDACAO HELENA ANTIPOFF","203"
"202412","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12964"
"202412","FJP","FUNDACAO JOAO PINHEIRO","415"
"202412","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202412","FUNED","FUNDACAO EZEQUIEL DIAS","909"
"202412","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202412","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","919"
"202412","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202412","IEF","INSTITUTO ESTADUAL DE FLORESTAS","927"
"202412","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202412","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","166"
"202412","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202412","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1840"
"202412","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","145"
"202412","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","272"
"202412","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5596"
"202412","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","208"
"202412","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202412","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202412","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","166695"
"202412","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202412","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18705"
"202412","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","419"
"202412","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202412","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202412","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202412","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","522"
"202412","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202412","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","121"
"202412","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1506"
"202412","SEE","SECRETARIA DE ESTADO DE EDUCACAO","273268"
"202412","SEF","SECRETARIA DE ESTADO DA FAZENDA","7059"
"202412","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","554"
"202412","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","170"
"202412","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21210"
"202412","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","606"
"202412","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2494"
"202412","SES","SECRETARIA DE ESTADO DE SAUDE","11202"
"202412","SG","SECRETARIA GERAL","4"
"202412","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","24"
"202412","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1424"
"202412","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2402"
"202412","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202412",NULL,NULL,"1383"
"202501","AGE","ADVOCACIA GERAL DO ESTADO","821"
"202501","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202501","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202501","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6308"
"202501","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","29"
"202501","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202501","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202501","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202501","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202501","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202501","FCS","FUNDACAO CLOVIS SALGADO","300"
"202501","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","234"
"202501","FHA","FUNDACAO HELENA ANTIPOFF","203"
"202501","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12988"
"202501","FJP","FUNDACAO JOAO PINHEIRO","415"
"202501","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202501","FUNED","FUNDACAO EZEQUIEL DIAS","907"
"202501","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202501","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","919"
"202501","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202501","IEF","INSTITUTO ESTADUAL DE FLORESTAS","927"
"202501","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202501","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","165"
"202501","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202501","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1849"
"202501","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","145"
"202501","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","271"
"202501","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5593"
"202501","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","208"
"202501","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202501","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","61"
"202501","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","58923"
"202501","OGE","OUVIDORIA GERAL DO ESTADO","43"
"202501","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18689"
"202501","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","417"
"202501","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202501","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202501","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202501","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","522"
"202501","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202501","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","120"
"202501","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1505"
"202501","SEE","SECRETARIA DE ESTADO DE EDUCACAO","272903"
"202501","SEF","SECRETARIA DE ESTADO DA FAZENDA","7059"
"202501","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","553"
"202501","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","168"
"202501","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21176"
"202501","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","606"
"202501","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2491"
"202501","SES","SECRETARIA DE ESTADO DE SAUDE","11187"
"202501","SG","SECRETARIA GERAL","4"
"202501","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","24"
"202501","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1420"
"202501","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2398"
"202501","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","42"
"202501",NULL,NULL,"1376"
"202502","AGE","ADVOCACIA GERAL DO ESTADO","819"
"202502","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202502","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202502","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6282"
"202502","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","28"
"202502","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202502","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202502","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202502","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202502","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202502","FCS","FUNDACAO CLOVIS SALGADO","300"
"202502","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","235"
"202502","FHA","FUNDACAO HELENA ANTIPOFF","204"
"202502","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","13028"
"202502","FJP","FUNDACAO JOAO PINHEIRO","415"
"202502","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202502","FUNED","FUNDACAO EZEQUIEL DIAS","906"
"202502","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202502","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","919"
"202502","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202502","IEF","INSTITUTO ESTADUAL DE FLORESTAS","926"
"202502","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202502","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","165"
"202502","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202502","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1846"
"202502","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","144"
"202502","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","271"
"202502","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5576"
"202502","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","207"
"202502","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202502","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","61"
"202502","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","145737"
"202502","OGE","OUVIDORIA GERAL DO ESTADO","43"
"202502","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18655"
"202502","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","416"
"202502","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202502","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202502","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202502","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","522"
"202502","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202502","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","119"
"202502","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1502"
"202502","SEE","SECRETARIA DE ESTADO DE EDUCACAO","272689"
"202502","SEF","SECRETARIA DE ESTADO DA FAZENDA","7045"
"202502","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","548"
"202502","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","167"
"202502","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21141"
"202502","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","605"
"202502","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2486"
"202502","SES","SECRETARIA DE ESTADO DE SAUDE","11168"
"202502","SG","SECRETARIA GERAL","4"
"202502","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","24"
"202502","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1415"
"202502","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2397"
"202502","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","41"
"202502",NULL,NULL,"1369"
"202503","AGE","ADVOCACIA GERAL DO ESTADO","821"
"202503","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202503","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202503","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6267"
"202503","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","28"
"202503","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202503","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202503","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202503","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202503","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202503","FCS","FUNDACAO CLOVIS SALGADO","300"
"202503","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","233"
"202503","FHA","FUNDACAO HELENA ANTIPOFF","203"
"202503","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","13062"
"202503","FJP","FUNDACAO JOAO PINHEIRO","414"
"202503","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202503","FUNED","FUNDACAO EZEQUIEL DIAS","905"
"202503","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202503","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","918"
"202503","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202503","IEF","INSTITUTO ESTADUAL DE FLORESTAS","926"
"202503","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202503","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","165"
"202503","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202503","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1845"
"202503","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","144"
"202503","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","270"
"202503","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5573"
"202503","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","207"
"202503","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202503","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","61"
"202503","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","152473"
"202503","OGE","OUVIDORIA GERAL DO ESTADO","43"
"202503","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18632"
"202503","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","414"
"202503","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202503","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202503","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","3"
"202503","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","520"
"202503","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202503","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","119"
"202503","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1497"
"202503","SEE","SECRETARIA DE ESTADO DE EDUCACAO","272256"
"202503","SEF","SECRETARIA DE ESTADO DA FAZENDA","7043"
"202503","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","544"
"202503","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","167"
"202503","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21115"
"202503","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","604"
"202503","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2486"
"202503","SES","SECRETARIA DE ESTADO DE SAUDE","11151"
"202503","SG","SECRETARIA GERAL","4"
"202503","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","24"
"202503","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1412"
"202503","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2397"
"202503","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","41"
"202503",NULL,NULL,"1365"
"202504","AGE","ADVOCACIA GERAL DO ESTADO","819"
"202504","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
"202504","CGE","CONTROLADORIA GERAL DO ESTADO","162"
"202504","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6251"
"202504","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","27"
"202504","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202504","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202504","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202504","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202504","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","66"
"202504","FCS","FUNDACAO CLOVIS SALGADO","300"
"202504","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","234"
"202504","FHA","FUNDACAO HELENA ANTIPOFF","203"
"202504","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","13158"
"202504","FJP","FUNDACAO JOAO PINHEIRO","414"
"202504","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","89"
"202504","FUNED","FUNDACAO EZEQUIEL DIAS","902"
"202504","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202504","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","917"
"202504","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","80"
"202504","IEF","INSTITUTO ESTADUAL DE FLORESTAS","925"
"202504","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","105"
"202504","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","165"
"202504","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202504","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1847"
"202504","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","144"
"202504","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","270"
"202504","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5577"
"202504","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","207"
"202504","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202504","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","60"
"202504","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","157594"
"202504","OGE","OUVIDORIA GERAL DO ESTADO","43"
"202504","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18602"
"202504","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","412"
"202504","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202504","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202504","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","3"
"202504","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","520"
"202504","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202504","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","119"
"202504","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1496"
"202504","SEE","SECRETARIA DE ESTADO DE EDUCACAO","271883"
"202504","SEF","SECRETARIA DE ESTADO DA FAZENDA","7034"
"202504","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","542"
"202504","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","167"
"202504","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","21100"
"202504","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","604"
"202504","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2483"
"202504","SES","SECRETARIA DE ESTADO DE SAUDE","11133"
"202504","SG","SECRETARIA GERAL","4"
"202504","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","24"
"202504","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1404"
"202504","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2396"
"202504","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","41"
"202504",NULL,NULL,"1363"
"202505","AGE","ADVOCACIA GERAL DO ESTADO","821"
"202505","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","36"
