"ano_mes","sigla_instituicao_lotacao","desc_instituicao_lotacao","quantidade_servidores"
"202208","FAOP","FAOP FUNDACAO ARTE OURO PRETO","41"
"202208","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","71"
"202208","FCS","FUNDACAO CLOVIS SALGADO","318"
"202208","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","241"
"202208","FHA","FUNDACAO HELENA ANTIPOFF","219"
"202208","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13082"
"202208","FJP","FUNDACAO JOAO PINHEIRO","411"
"202208","FUCAM","FUCAM FUND EDUC CAIO MARTINS","92"
"202208","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","945"
"202208","GABINETE MILITAR","GABINETE MILITAR","37"
"202208","HEMOMINAS","FUNDACAO HEMOMINAS","941"
"202208","IDENE","IDENE INST DES NORTE NORD MG","86"
"202208","IEF","IEF INST EST DE FLORESTAS","967"
"202208","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202208","IGAM","IGAM INST DE GESTAO DAS AGUAS","171"
"202208","IMA","IMA INST MINEIRO AGROPECUARIA","1718"
"202208","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","289"
"202208","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5705"
"202208","IPSM","IPSM","219"
"202208","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202208","LOTERIA","LOTERIA DO ESTADO DE MG","67"
"202208","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","157584"
"202208","OGE","OUVIDORIA GERAL","44"
"202208","POL/CIVIL","POLICIA CIVIL","18840"
"202208","SEAPA","SECRETARIA DA AGRICULTURA","476"
"202208","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202208","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202208","SECULT","SECRETARIA CULTURA E TURISMO","524"
"202208","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","153"
"202208","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1248"
"202208","SEE","SECRETARIA DE EDUCACAO","272627"
"202208","SEF","SECRETARIA DA FAZENDA","7027"
"202208","SEGOV","SECRETARIA DE GOVERNO","339"
"202208","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","186"
"202208","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18537"
"202208","SEMAD","SECRETARIA DO MEIO AMBIENTE","620"
"202208","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2292"
"202208","SES","SECRETARIA DE SAUDE","11816"
"202208","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202208","SG","SECRETARIA GERAL","5"
"202208","TV MINAS","FUNDACAO TV MINAS","38"
"202208","UEMG","UEMG UNIV EST DE MINAS GERAIS","1381"
"202208","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2295"
"202208","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","45"
"202208",NULL,NULL,"2472"
"202209","AGE","ADVOCACIA GERAL DO ESTADO","820"
"202209","ARSAE MG","ARSAE MG","40"
"202209","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202209","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6982"
"202209","DP","DEFENSORIA PUBLICA","2"
"202209","ESP-MG","ESCOLA DE SAUDE","79"
"202209","FAOP","FAOP FUNDACAO ARTE OURO PRETO","41"
"202209","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","71"
"202209","FCS","FUNDACAO CLOVIS SALGADO","318"
"202209","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","241"
"202209","FHA","FUNDACAO HELENA ANTIPOFF","218"
"202209","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13061"
"202209","FJP","FUNDACAO JOAO PINHEIRO","411"
"202209","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202209","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","943"
"202209","GABINETE MILITAR","GABINETE MILITAR","37"
"202209","HEMOMINAS","FUNDACAO HEMOMINAS","941"
"202209","IDENE","IDENE INST DES NORTE NORD MG","85"
"202209","IEF","IEF INST EST DE FLORESTAS","967"
"202209","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202209","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202209","IMA","IMA INST MINEIRO AGROPECUARIA","1715"
"202209","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","288"
"202209","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5690"
"202209","IPSM","IPSM","219"
"202209","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202209","LOTERIA","LOTERIA DO ESTADO DE MG","67"
"202209","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","159219"
"202209","OGE","OUVIDORIA GERAL","44"
"202209","POL/CIVIL","POLICIA CIVIL","18845"
"202209","SEAPA","SECRETARIA DA AGRICULTURA","474"
"202209","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202209","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202209","SECULT","SECRETARIA CULTURA E TURISMO","523"
"202209","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","153"
"202209","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1247"
"202209","SEE","SECRETARIA DE EDUCACAO","272705"
"202209","SEF","SECRETARIA DA FAZENDA","7009"
"202209","SEGOV","SECRETARIA DE GOVERNO","339"
"202209","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","186"
"202209","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18538"
"202209","SEMAD","SECRETARIA DO MEIO AMBIENTE","619"
"202209","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2289"
"202209","SES","SECRETARIA DE SAUDE","11795"
"202209","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202209","SG","SECRETARIA GERAL","5"
"202209","TV MINAS","FUNDACAO TV MINAS","38"
"202209","UEMG","UEMG UNIV EST DE MINAS GERAIS","1377"
"202209","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2296"
"202209","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","45"
"202209",NULL,NULL,"2461"
"202210","AGE","ADVOCACIA GERAL DO ESTADO","817"
"202210","ARSAE MG","ARSAE MG","40"
"202210","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202210","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6952"
"202210","DP","DEFENSORIA PUBLICA","2"
"202210","ESP-MG","ESCOLA DE SAUDE","79"
"202210","FAOP","FAOP FUNDACAO ARTE OURO PRETO","41"
"202210","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202210","FCS","FUNDACAO CLOVIS SALGADO","318"
"202210","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","241"
"202210","FHA","FUNDACAO HELENA ANTIPOFF","218"
"202210","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13046"
"202210","FJP","FUNDACAO JOAO PINHEIRO","411"
"202210","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202210","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","943"
"202210","GABINETE MILITAR","GABINETE MILITAR","37"
"202210","HEMOMINAS","FUNDACAO HEMOMINAS","940"
"202210","IDENE","IDENE INST DES NORTE NORD MG","84"
"202210","IEF","IEF INST EST DE FLORESTAS","965"
"202210","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202210","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202210","IMA","IMA INST MINEIRO AGROPECUARIA","1715"
"202210","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","287"
"202210","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5679"
"202210","IPSM","IPSM","217"
"202210","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202210","LOTERIA","LOTERIA DO ESTADO DE MG","67"
"202210","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","158873"
"202210","OGE","OUVIDORIA GERAL","44"
"202210","POL/CIVIL","POLICIA CIVIL","18976"
"202210","SEAPA","SECRETARIA DA AGRICULTURA","474"
"202210","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202210","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202210","SECULT","SECRETARIA CULTURA E TURISMO","523"
"202210","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","152"
"202210","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1244"
"202210","SEE","SECRETARIA DE EDUCACAO","273000"
"202210","SEF","SECRETARIA DA FAZENDA","6998"
"202210","SEGOV","SECRETARIA DE GOVERNO","338"
"202210","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","186"
"202210","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18543"
"202210","SEMAD","SECRETARIA DO MEIO AMBIENTE","619"
"202210","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2287"
"202210","SES","SECRETARIA DE SAUDE","11781"
"202210","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202210","SG","SECRETARIA GERAL","5"
"202210","TV MINAS","FUNDACAO TV MINAS","38"
"202210","UEMG","UEMG UNIV EST DE MINAS GERAIS","1418"
"202210","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2296"
"202210","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","45"
"202210",NULL,NULL,"2454"
"202211","AGE","ADVOCACIA GERAL DO ESTADO","816"
"202211","ARSAE MG","ARSAE MG","40"
"202211","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202211","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6935"
"202211","DP","DEFENSORIA PUBLICA","2"
"202211","ESP-MG","ESCOLA DE SAUDE","79"
"202211","FAOP","FAOP FUNDACAO ARTE OURO PRETO","40"
"202211","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202211","FCS","FUNDACAO CLOVIS SALGADO","318"
"202211","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","240"
"202211","FHA","FUNDACAO HELENA ANTIPOFF","216"
"202211","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13039"
"202211","FJP","FUNDACAO JOAO PINHEIRO","410"
"202211","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202211","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","943"
"202211","GABINETE MILITAR","GABINETE MILITAR","37"
"202211","HEMOMINAS","FUNDACAO HEMOMINAS","939"
"202211","IDENE","IDENE INST DES NORTE NORD MG","84"
"202211","IEF","IEF INST EST DE FLORESTAS","965"
"202211","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202211","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202211","IMA","IMA INST MINEIRO AGROPECUARIA","1713"
"202211","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","286"
"202211","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5670"
"202211","IPSM","IPSM","217"
"202211","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202211","LOTERIA","LOTERIA DO ESTADO DE MG","66"
"202211","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","159714"
"202211","OGE","OUVIDORIA GERAL","44"
"202211","POL/CIVIL","POLICIA CIVIL","18960"
"202211","SEAPA","SECRETARIA DA AGRICULTURA","472"
"202211","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202211","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202211","SECULT","SECRETARIA CULTURA E TURISMO","524"
"202211","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","152"
"202211","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1244"
"202211","SEE","SECRETARIA DE EDUCACAO","273159"
"202211","SEF","SECRETARIA DA FAZENDA","6990"
"202211","SEGOV","SECRETARIA DE GOVERNO","338"
"202211","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","186"
"202211","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18534"
"202211","SEMAD","SECRETARIA DO MEIO AMBIENTE","619"
"202211","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2286"
"202211","SES","SECRETARIA DE SAUDE","11762"
"202211","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202211","SG","SECRETARIA GERAL","5"
"202211","TV MINAS","FUNDACAO TV MINAS","38"
"202211","UEMG","UEMG UNIV EST DE MINAS GERAIS","1381"
"202211","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2337"
"202211","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","45"
"202211",NULL,NULL,"2449"
"202212","AGE","ADVOCACIA GERAL DO ESTADO","815"
"202212","ARSAE MG","ARSAE MG","40"
"202212","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202212","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6923"
"202212","DP","DEFENSORIA PUBLICA","2"
"202212","ESP-MG","ESCOLA DE SAUDE","79"
"202212","FAOP","FAOP FUNDACAO ARTE OURO PRETO","40"
"202212","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202212","FCS","FUNDACAO CLOVIS SALGADO","317"
"202212","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","240"
"202212","FHA","FUNDACAO HELENA ANTIPOFF","215"
"202212","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13025"
"202212","FJP","FUNDACAO JOAO PINHEIRO","410"
"202212","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202212","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","943"
"202212","GABINETE MILITAR","GABINETE MILITAR","37"
"202212","HEMOMINAS","FUNDACAO HEMOMINAS","938"
"202212","IDENE","IDENE INST DES NORTE NORD MG","84"
"202212","IEF","IEF INST EST DE FLORESTAS","964"
"202212","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202212","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202212","IMA","IMA INST MINEIRO AGROPECUARIA","1712"
"202212","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","286"
"202212","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5666"
"202212","IPSM","IPSM","217"
"202212","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202212","LOTERIA","LOTERIA DO ESTADO DE MG","66"
"202212","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","157520"
"202212","OGE","OUVIDORIA GERAL","44"
"202212","POL/CIVIL","POLICIA CIVIL","18953"
"202212","SEAPA","SECRETARIA DA AGRICULTURA","472"
"202212","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202212","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202212","SECULT","SECRETARIA CULTURA E TURISMO","524"
"202212","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","152"
"202212","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1244"
"202212","SEE","SECRETARIA DE EDUCACAO","273358"
"202212","SEF","SECRETARIA DA FAZENDA","6982"
"202212","SEGOV","SECRETARIA DE GOVERNO","338"
"202212","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","185"
"202212","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18531"
"202212","SEMAD","SECRETARIA DO MEIO AMBIENTE","619"
"202212","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2286"
"202212","SES","SECRETARIA DE SAUDE","11757"
"202212","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202212","SG","SECRETARIA GERAL","5"
"202212","TV MINAS","FUNDACAO TV MINAS","38"
"202212","UEMG","UEMG UNIV EST DE MINAS GERAIS","1381"
"202212","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2344"
"202212","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","45"
"202212",NULL,NULL,"2446"
"202301","AGE","ADVOCACIA GERAL DO ESTADO","813"
"202301","ARSAE MG","ARSAE MG","40"
"202301","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202301","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6891"
"202301","DP","DEFENSORIA PUBLICA","2"
"202301","ESP-MG","ESCOLA DE SAUDE","79"
"202301","FAOP","FAOP FUNDACAO ARTE OURO PRETO","40"
"202301","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202301","FCS","FUNDACAO CLOVIS SALGADO","316"
"202301","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","239"
"202301","FHA","FUNDACAO HELENA ANTIPOFF","213"
"202301","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13014"
"202301","FJP","FUNDACAO JOAO PINHEIRO","410"
"202301","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202301","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","943"
"202301","GABINETE MILITAR","GABINETE MILITAR","37"
"202301","HEMOMINAS","FUNDACAO HEMOMINAS","938"
"202301","IDENE","IDENE INST DES NORTE NORD MG","84"
"202301","IEF","IEF INST EST DE FLORESTAS","963"
"202301","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202301","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202301","IMA","IMA INST MINEIRO AGROPECUARIA","1712"
"202301","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","286"
"202301","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5654"
"202301","IPSM","IPSM","217"
"202301","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202301","LOTERIA","LOTERIA DO ESTADO DE MG","66"
"202301","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","58997"
"202301","OGE","OUVIDORIA GERAL","44"
"202301","POL/CIVIL","POLICIA CIVIL","18947"
"202301","SEAPA","SECRETARIA DA AGRICULTURA","467"
"202301","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202301","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202301","SECULT","SECRETARIA CULTURA E TURISMO","524"
"202301","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","151"
"202301","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1243"
"202301","SEE","SECRETARIA DE EDUCACAO","273188"
"202301","SEF","SECRETARIA DA FAZENDA","6969"
"202301","SEGOV","SECRETARIA DE GOVERNO","338"
"202301","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","184"
"202301","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18522"
"202301","SEMAD","SECRETARIA DO MEIO AMBIENTE","619"
"202301","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2286"
"202301","SES","SECRETARIA DE SAUDE","11740"
"202301","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202301","SG","SECRETARIA GERAL","5"
"202301","TV MINAS","FUNDACAO TV MINAS","38"
"202301","UEMG","UEMG UNIV EST DE MINAS GERAIS","1380"
"202301","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2341"
"202301","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","45"
"202301",NULL,NULL,"2434"
"202302","AGE","ADVOCACIA GERAL DO ESTADO","811"
"202302","ARSAE MG","ARSAE MG","40"
"202302","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202302","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6872"
"202302","DP","DEFENSORIA PUBLICA","2"
"202302","ESP-MG","ESCOLA DE SAUDE","79"
"202302","FAOP","FAOP FUNDACAO ARTE OURO PRETO","40"
"202302","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202302","FCS","FUNDACAO CLOVIS SALGADO","316"
"202302","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","240"
"202302","FHA","FUNDACAO HELENA ANTIPOFF","212"
"202302","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","13012"
"202302","FJP","FUNDACAO JOAO PINHEIRO","408"
"202302","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202302","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","942"
"202302","GABINETE MILITAR","GABINETE MILITAR","37"
"202302","HEMOMINAS","FUNDACAO HEMOMINAS","936"
"202302","IDENE","IDENE INST DES NORTE NORD MG","84"
"202302","IEF","IEF INST EST DE FLORESTAS","963"
"202302","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202302","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202302","IMA","IMA INST MINEIRO AGROPECUARIA","1711"
"202302","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","285"
"202302","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5647"
"202302","IPSM","IPSM","217"
"202302","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","263"
"202302","LOTERIA","LOTERIA DO ESTADO DE MG","66"
"202302","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","132381"
"202302","OGE","OUVIDORIA GERAL","44"
"202302","POL/CIVIL","POLICIA CIVIL","18921"
"202302","SEAPA","SECRETARIA DA AGRICULTURA","466"
"202302","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202302","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202302","SECULT","SECRETARIA CULTURA E TURISMO","522"
"202302","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","151"
"202302","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1243"
"202302","SEE","SECRETARIA DE EDUCACAO","273660"
"202302","SEF","SECRETARIA DA FAZENDA","6952"
"202302","SEGOV","SECRETARIA DE GOVERNO","338"
"202302","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","182"
"202302","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18508"
"202302","SEMAD","SECRETARIA DO MEIO AMBIENTE","619"
"202302","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2286"
"202302","SES","SECRETARIA DE SAUDE","11715"
"202302","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202302","SG","SECRETARIA GERAL","5"
"202302","TV MINAS","FUNDACAO TV MINAS","38"
"202302","UEMG","UEMG UNIV EST DE MINAS GERAIS","1379"
"202302","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2342"
"202302","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202302",NULL,NULL,"2423"
"202303","AGE","ADVOCACIA GERAL DO ESTADO","811"
"202303","ARSAE MG","ARSAE MG","40"
"202303","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202303","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6845"
"202303","DP","DEFENSORIA PUBLICA","2"
"202303","ESP-MG","ESCOLA DE SAUDE","79"
"202303","FAOP","FAOP FUNDACAO ARTE OURO PRETO","40"
"202303","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202303","FCS","FUNDACAO CLOVIS SALGADO","315"
"202303","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","240"
"202303","FHA","FUNDACAO HELENA ANTIPOFF","211"
"202303","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12999"
"202303","FJP","FUNDACAO JOAO PINHEIRO","408"
"202303","FUCAM","FUCAM FUND EDUC CAIO MARTINS","91"
"202303","FUNED","FUNED FUNDACAO EZEQUIEL DIAS","941"
"202303","GABINETE MILITAR","GABINETE MILITAR","37"
"202303","HEMOMINAS","FUNDACAO HEMOMINAS","936"
"202303","IDENE","IDENE INST DES NORTE NORD MG","84"
"202303","IEF","IEF INST EST DE FLORESTAS","962"
"202303","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202303","IGAM","IGAM INST DE GESTAO DAS AGUAS","170"
"202303","IMA","IMA INST MINEIRO AGROPECUARIA","1709"
"202303","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","283"
"202303","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5629"
"202303","IPSM","IPSM","217"
"202303","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","262"
"202303","LOTERIA","LOTERIA DO ESTADO DE MG","65"
"202303","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","144143"
"202303","OGE","OUVIDORIA GERAL","44"
"202303","POL/CIVIL","POLICIA CIVIL","18902"
"202303","SEAPA","SECRETARIA DA AGRICULTURA","464"
"202303","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","31"
"202303","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202303","SECULT","SECRETARIA CULTURA E TURISMO","522"
"202303","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","151"
"202303","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1243"
"202303","SEE","SECRETARIA DE EDUCACAO","273361"
"202303","SEF","SECRETARIA DA FAZENDA","6938"
"202303","SEGOV","SECRETARIA DE GOVERNO","338"
"202303","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","182"
"202303","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18495"
"202303","SEMAD","SECRETARIA DO MEIO AMBIENTE","618"
"202303","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2282"
"202303","SES","SECRETARIA DE SAUDE","11691"
"202303","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202303","SG","SECRETARIA GERAL","5"
"202303","TV MINAS","FUNDACAO TV MINAS","38"
"202303","UEMG","UEMG UNIV EST DE MINAS GERAIS","1376"
"202303","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2350"
"202303","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","44"
"202303",NULL,NULL,"2408"
"202304","AGE","ADVOCACIA GERAL DO ESTADO","810"
"202304","ARSAE MG","ARSAE MG","40"
"202304","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202304","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM","6832"
"202304","DP","DEFENSORIA PUBLICA","2"
"202304","ESP-MG","ESCOLA DE SAUDE","79"
"202304","FAOP","FAOP FUNDACAO ARTE OURO PRETO","40"
"202304","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA","70"
"202304","FCS","FUNDACAO CLOVIS SALGADO","314"
"202304","FEAM","FEAM FUNDACAO DO MEIO AMBIENTE","240"
"202304","FHA","FUNDACAO HELENA ANTIPOFF","211"
"202304","FHEMIG","FHEMIG FUND HOSPITALAR EST MG","12990"
"202304","FJP","FUNDACAO JOAO PINHEIRO","407"
